date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,pre_total_case,active_case,mco1,cmco,rmco,mco2,mco3,fmco,recover1,public_holiday,high_risk_day,election
30/3/2020,2626,156,37,2,31206,,0.061,,,,,150,2060,1,0,0,0,0,0,0,0,0,0
31/3/2020,2766,140,43,6,32264,1058,0.061,,,,,156,2093,1,0,0,0,0,0,0,0,0,0
1/4/2020,2908,142,45,2,35802,3538,0.056,,,,,140,2118,1,0,0,0,0,0,0,0,0,0
2/4/2020,3116,208,50,5,37599,1797,0.053,,,,,142,2216,1,0,0,0,0,0,0,0,0,0
3/4/2020,3333,217,53,3,39458,1859,0.077,,,,,208,2303,1,0,0,0,0,0,0,0,0,0
4/4/2020,3483,150,57,4,40923,1465,0.101,,,,,217,2300,1,0,0,0,0,0,0,0,0,0
5/4/2020,3662,179,61,4,43539,2616,0.09,,,,,150,2356,1,0,0,0,0,0,0,0,0,0
6/4/2020,3793,131,62,1,47457,3918,0.072,,,,,179,2275,1,0,0,0,0,0,0,0,0,0
7/4/2020,3963,170,63,1,52485,5028,0.059,,,,,131,2339,1,0,0,0,0,0,0,0,0,0
8/4/2020,4119,156,65,2,58240,5755,0.054,,,,,170,2323,1,0,0,0,0,0,0,0,0,0
9/4/2020,4228,109,67,2,63367,5127,0.043,,,,,156,2197,1,0,0,0,0,0,0,0,0,0
10/4/2020,4346,118,70,3,67951,4584,0.036,,,,,109,2185,1,0,0,0,0,0,0,0,0,0
11/4/2020,4530,184,73,3,71897,3946,0.034,,,,,118,2210,1,0,0,0,0,0,0,0,0,0
12/4/2020,4683,153,76,3,77491,5594,0.03,,,,,184,2213,1,0,0,0,0,0,0,0,0,0
13/4/2020,4817,134,77,1,81730,4239,0.03,,,,,153,2191,1,0,0,0,0,0,0,0,0,0
14/4/2020,4987,170,82,5,84791,3061,0.032,,,,,134,2221,1,0,0,0,0,0,0,0,0,0
15/4/2020,5072,85,83,1,87183,2392,0.033,,,,,170,2164,1,0,0,0,0,0,0,0,0,0
16/4/2020,5182,110,84,1,,,0.033,,,,,85,2066,1,0,0,0,0,0,0,0,0,0
17/4/2020,5251,69,86,2,96695,,0.031,,,,,110,1918,1,0,0,0,0,0,0,0,0,0
18/4/2020,5305,54,88,2,100794,4099,0.027,,,,,69,1822,1,0,0,0,0,0,0,0,0,0
19/4/2020,5389,84,89,1,103892,3098,0.027,,,,,54,1727,1,0,0,0,0,0,0,0,0,0
20/4/2020,5425,36,89,0,108216,4324,0.023,,,,,84,1632,1,0,0,0,0,0,0,0,0,0
21/4/2020,5482,57,92,3,,,0.019,,,,,36,1519,1,0,0,0,0,0,0,0,0,0
22/4/2020,5532,50,93,1,113755,,0.017,,,,,57,1413,1,0,0,0,0,0,0,0,0,0
23/4/2020,5603,71,95,2,117406,3651,0.017,,,,,50,1375,1,0,0,0,0,0,0,0,0,0
24/4/2020,5691,88,96,1,121722,4316,0.018,,,,,71,1345,1,0,0,0,0,0,0,0,0,0
25/4/2020,5742,51,98,2,126970,5248,0.017,,,,,88,1212,1,0,0,0,0,0,0,0,0,0
26/4/2020,5780,38,98,0,131491,4521,0.014,,,,,51,1097,1,0,0,0,0,0,0,0,0,0
27/4/2020,5820,40,99,1,138898,7407,0.013,,,,,38,1003,1,0,0,0,0,0,0,0,0,0
28/4/2020,5851,31,100,1,146799,7901,0.01,,,,,40,864,1,0,0,0,0,0,0,0,0,0
29/4/2020,5945,94,100,0,154203,7404,0.01,,,,,31,873,1,0,0,0,0,0,0,0,0,0
30/4/2020,6002,57,102,2,,,0.009,,,,,94,820,1,0,0,0,0,0,0,0,0,0
1/5/2020,6071,69,103,1,168784,,0.008,,,,,57,820,1,0,0,0,0,0,0,0,0,0
2/5/2020,6176,105,103,0,184213,15429,0.008,,,,,69,871,1,0,0,0,0,0,0,1,1,0
3/5/2020,6298,122,105,2,195833,11620,0.008,,,,,105,909,1,0,0,0,0,0,0,0,0,0
4/5/2020,6353,55,105,0,205598,9765,0.008,,,,,122,928,0,1,0,0,0,0,0,0,0,0
5/5/2020,6383,30,106,1,213220,7622,0.008,,,,,55,901,0,1,0,0,0,0,0,0,0,0
6/5/2020,6428,45,107,1,222150,8930,0.007,,,,,30,896,0,1,0,0,0,0,0,0,0,0
7/5/2020,6467,39,107,0,231019,8869,0.007,,,,,45,864,0,1,0,0,0,0,0,1,1,0
8/5/2020,6535,68,107,0,239628,8609,0.007,,,,,39,844,0,1,0,0,0,0,0,0,1,0
9/5/2020,6589,54,108,1,,,0.006,,,,,68,847,0,1,0,0,0,0,0,0,1,0
10/5/2020,6656,67,108,0,256937,,0.006,,,,,54,876,0,1,0,0,0,0,0,1,1,0
11/5/2020,6726,70,109,1,266048,9111,0.006,,,,,67,906,0,1,0,0,0,0,0,1,1,0
12/5/2020,6742,16,109,0,,,0.006,,,,,70,891,0,1,0,0,0,0,0,,,0
13/5/2020,6779,37,111,2,,,0.005,,,,,16,834,0,1,0,0,0,0,0,,,0
14/5/2020,6819,40,112,1,297342,,0.005,,,,,37,817,0,1,0,0,0,0,0,,,0
15/5/2020,6855,36,112,0,424306,126964,0.002,,,,,40,784,0,1,0,0,0,0,0,,,0
16/5/2020,6872,17,113,1,434136,9830,0.002,,,,,36,696,0,1,0,0,0,0,0,,,0
17/5/2020,6894,22,113,0,443263,9127,0.001,,,,,17,596,0,1,0,0,0,0,0,,,0
18/5/2020,6941,47,113,0,,,0.001,,,,,22,588,0,1,0,0,0,0,0,,,0
19/5/2020,6978,37,114,1,462257,,0.001,,,,,47,595,0,1,0,0,0,0,0,,,0
20/5/2020,7009,31,114,0,471318,9061,0.001,,,,,37,581,0,1,0,0,0,0,0,,,0
21/5/2020,7059,50,115,1,481411,10093,0.001,,,,,31,592,0,1,0,0,0,0,0,,1,0
22/5/2020,7137,78,115,0,491729,10318,0.004,,,,,50,602,0,1,0,0,0,0,0,,1,0
23/5/2020,7185,48,115,0,500469,8740,0.005,,,,,78,596,0,1,0,0,0,0,0,,1,0
24/5/2020,7245,60,115,0,507682,7213,0.005,,,,,48,589,0,1,0,0,0,0,0,1,1,0
25/5/2020,7417,172,115,0,513370,5688,0.008,,,,,60,691,0,1,0,0,0,0,0,1,1,0
26/5/2020,7604,187,115,0,519944,6574,0.011,,,,,172,862,0,1,0,0,0,0,0,1,1,0
27/5/2020,7619,15,115,0,,,0.011,,,,,187,840,0,1,0,0,0,0,0,,1,0
28/5/2020,7629,10,115,0,530501,,0.012,,,,,15,810,0,1,0,0,0,0,0,,1,0
29/5/2020,7732,103,115,0,537894,7393,0.013,,,,,10,877,0,1,0,0,0,0,0,,,0
30/5/2020,7762,30,115,0,546368,8474,0.013,,,,,103,890,0,1,0,0,0,0,0,,,0
31/5/2020,7819,57,115,0,553183,6815,0.013,,,,,30,925,0,1,0,0,0,0,0,,,0
1/6/2020,7857,38,115,0,560738,7555,0.009,,,,,57,916,0,1,0,0,0,0,0,,,0
2/6/2020,7877,20,115,0,567287,6549,0.006,,,,,38,899,0,1,0,0,0,0,0,,,0
3/6/2020,7970,93,115,0,575505,8218,0.007,,,,,20,961,0,1,0,0,0,0,0,,,0
4/6/2020,8247,277,115,0,582486,6981,0.012,,,,,93,1188,0,1,0,0,0,0,0,,,0
5/6/2020,8266,19,116,1,590613,8127,0.01,,,,,277,1129,0,1,0,0,0,0,0,,,0
6/6/2020,8303,37,117,1,599454,8841,0.01,,,,,19,1118,0,1,0,0,0,0,0,,,0
7/6/2020,8322,19,117,0,,,0.009,,,,,37,1077,0,1,0,0,0,0,0,,,0
8/6/2020,8329,7,117,0,614239,,0.009,,,,,19,912,0,1,0,0,0,0,0,1,1,0
9/6/2020,8336,7,117,0,620320,6081,0.009,,,,,7,732,0,1,0,0,0,0,0,0,0,0
10/6/2020,8338,2,118,1,625775,5455,0.007,,,,,7,719,0,0,1,0,0,0,0,0,0,0
11/6/2020,8369,31,118,0,631608,5833,0.002,,,,,2,740,0,0,1,0,0,0,0,0,0,0
12/6/2020,8402,33,119,1,640680,9072,0.003,,,,,31,670,0,0,1,0,0,0,0,0,0,0
13/6/2020,8445,43,120,1,646055,5375,0.003,,,,,33,683,0,0,1,0,0,0,0,0,0,0
14/6/2020,8453,8,121,1,651344,5289,0.003,,,,,43,634,0,0,1,0,0,0,0,0,0,0
15/6/2020,8494,41,121,0,656210,4866,0.004,,,,,8,637,0,0,1,0,0,0,0,0,0,0
16/6/2020,8505,11,121,0,659632,3422,0.004,,,,,41,628,0,0,1,0,0,0,0,0,0,0
17/6/2020,8515,10,121,0,664334,4702,0.005,,,,,11,545,0,0,1,0,0,0,0,0,0,0
18/6/2020,8529,14,121,0,669589,5255,0.004,,,,,10,282,0,0,1,0,0,0,0,0,0,0
19/6/2020,8535,6,121,0,674551,4962,0.004,,,,,14,269,0,0,1,0,0,0,0,0,0,0
20/6/2020,8556,21,121,0,679826,5275,0.003,,,,,6,253,0,0,1,0,0,0,0,0,0,0
21/6/2020,8572,16,121,0,683968,4142,0.004,,,,,21,250,0,0,1,0,0,0,0,0,0,0
22/6/2020,8587,15,121,0,686905,2937,0.003,,,,,16,258,0,0,1,0,0,0,0,0,0,0
23/6/2020,8590,3,121,0,693603,6698,0.003,,,,,15,254,0,0,1,0,0,0,0,0,0,0
24/6/2020,8596,6,121,0,704336,10733,0.002,,,,,3,258,0,0,1,0,0,0,0,0,0,0
25/6/2020,8600,4,121,0,716178,11842,0.002,,,,,6,231,0,0,1,0,0,0,0,0,0,0
26/6/2020,8606,6,121,0,729116,12938,0.001,,,,,4,204,0,0,1,0,0,0,0,0,0,0
27/6/2020,8616,10,121,0,739458,10342,0.001,,,,,6,171,0,0,1,0,0,0,0,0,0,0
28/6/2020,8634,18,121,0,749950,10492,0.001,,,,,10,181,0,0,1,0,0,0,0,0,0,0
29/6/2020,8637,3,121,0,756171,6221,0.001,,,,,18,143,0,0,1,0,0,0,0,0,0,0
30/6/2020,8639,2,121,0,764999,8828,0.001,,,,,3,134,0,0,1,0,0,0,0,0,0,0
1/7/2020,8640,1,121,0,773911,8912,0.001,,,,,2,125,0,0,1,0,0,0,0,0,0,0
2/7/2020,8643,3,121,0,782638,8727,0.001,,,,,1,114,0,0,1,0,0,0,0,0,0,0
3/7/2020,8648,5,121,0,790859,8221,0.001,,,,,3,113,0,0,1,0,0,0,0,0,0,0
4/7/2020,8658,10,121,0,797796,6937,0.001,,,,,5,102,0,0,1,0,0,0,0,0,0,0
5/7/2020,8663,5,121,0,804518,6722,0.001,,,,,10,91,0,0,1,0,0,0,0,0,0,0
6/7/2020,8668,5,121,0,810057,5539,0.001,,,,,5,81,0,0,1,0,0,0,0,0,0,0
7/7/2020,8674,6,121,0,816118,6061,0.001,,,,,5,84,0,0,1,0,0,0,0,0,0,0
8/7/2020,8677,3,121,0,822646,6528,0.001,,,,,6,81,0,0,1,0,0,0,0,0,0,0
9/7/2020,8689,12,121,0,829988,7342,0.001,,,,,3,89,0,0,1,0,0,0,0,0,0,0
10/7/2020,8697,8,121,0,836255,6267,0.001,,,,,12,91,0,0,1,0,0,0,0,0,0,0
11/7/2020,8706,9,122,1,842476,6221,0.001,,,,,8,90,0,0,1,0,0,0,0,0,0,0
12/7/2020,8718,12,122,0,847510,5034,0.001,,,,,9,84,0,0,1,0,0,0,0,0,0,0
13/7/2020,8725,7,122,0,850423,2913,0.001,,,,,12,88,0,0,1,0,0,0,0,0,0,0
14/7/2020,8729,4,122,0,855119,4696,0.001,,,,,7,90,0,0,1,0,0,0,0,0,0,0
15/7/2020,8734,5,122,0,861896,6777,0.001,,,,,4,94,0,0,1,0,0,0,0,0,0,0
16/7/2020,8737,3,122,0,868394,6498,0.001,,,,,5,94,0,0,1,0,0,0,0,0,0,0
17/7/2020,8755,18,122,0,876222,7828,0.001,,,,,3,107,0,0,1,0,0,0,0,0,0,0
18/7/2020,8764,9,122,0,884170,7948,0.001,,,,,18,106,0,0,1,0,0,0,0,0,0,0
19/7/2020,8779,15,123,1,889744,5574,0.001,,,,,9,116,0,0,1,0,0,0,0,0,0,0
20/7/2020,8800,21,123,0,895758,6014,0.002,,,,,15,132,0,0,1,0,0,0,0,0,0,0
21/7/2020,8815,15,123,0,902439,6681,0.002,,,,,21,141,0,0,1,0,0,0,0,0,0,0
22/7/2020,8831,16,123,0,909627,7188,0.002,,,,,15,154,0,0,1,0,0,0,0,0,0,0
23/7/2020,8840,9,123,0,916340,6713,0.002,,,,,16,151,0,0,1,0,0,0,0,0,0,0
24/7/2020,8861,21,123,0,925188,8848,0.002,,,,,9,164,0,0,1,0,0,0,0,0,0,0
25/7/2020,8884,23,123,0,932397,7209,0.002,,,,,21,178,0,0,1,0,0,0,0,0,0,0
26/7/2020,8897,13,124,1,937645,5248,0.002,,,,,23,179,0,0,1,0,0,0,0,0,0,0
27/7/2020,8904,7,124,0,943244,5599,0.002,,,,,13,179,0,0,1,0,0,0,0,0,0,0
28/7/2020,8943,39,124,0,949141,5897,0.003,,,,,7,214,0,0,1,0,0,0,0,0,0,0
29/7/2020,8956,13,124,0,955133,5992,0.003,,,,,39,222,0,0,1,0,0,0,0,0,0,0
30/7/2020,8964,8,124,0,963079,7946,0.003,,,,,13,227,0,0,1,0,0,0,0,0,0,0
31/7/2020,8976,12,125,1,970644,7565,0.003,,,,,8,221,0,0,1,0,0,0,0,1,1,0
1/8/2020,8985,9,125,0,974674,4030,0.002,,,,,12,221,0,0,1,0,0,0,0,0,1,0
2/8/2020,8999,14,125,0,979178,4504,0.002,,,,,9,220,0,0,1,0,0,0,0,0,1,0
3/8/2020,9001,2,125,0,983297,4119,0.002,,,,,14,201,0,0,1,0,0,0,0,0,0,0
4/8/2020,9002,1,125,0,991333,8036,0.001,,,,,2,187,0,0,1,0,0,0,0,0,0,0
5/8/2020,9023,21,125,0,1001090,9757,0.001,,,,,1,192,0,0,1,0,0,0,0,0,0,0
6/8/2020,9038,15,125,0,1012660,11570,0.001,,,,,21,198,0,0,1,0,0,0,0,0,0,0
7/8/2020,9063,25,125,0,1024719,12059,0.002,,,,,15,202,0,0,1,0,0,0,0,0,0,0
8/8/2020,9070,7,125,0,1036339,11620,0.001,,,,,25,186,0,0,1,0,0,0,0,0,0,0
9/8/2020,9083,13,125,0,1045976,9637,0.001,,,,,7,186,0,0,1,0,0,0,0,0,0,0
10/8/2020,9094,11,125,0,1053531,7555,0.001,,,,,13,190,0,0,1,0,0,0,0,0,0,0
11/8/2020,9103,9,125,0,1063304,9773,0.001,,,,,11,160,0,0,1,0,0,0,0,0,0,0
12/8/2020,9115,12,125,0,1074020,10716,0.001,,,,,9,159,0,0,1,0,0,0,0,0,0,0
13/8/2020,9130,15,125,0,1085040,11020,0.001,,,,,12,166,0,0,1,0,0,0,0,0,0,0
14/8/2020,9149,19,125,0,1095768,10728,0.001,,,,,15,173,0,0,1,0,0,0,0,0,0,0
15/8/2020,9175,26,125,0,1106217,10449,0.002,,,,,19,190,0,0,1,0,0,0,0,0,0,0
16/8/2020,9200,25,125,0,1114246,8029,0.002,,,,,26,201,0,0,1,0,0,0,0,0,0,0
17/8/2020,9215,15,125,0,1120666,6420,0.002,,,,,25,214,0,0,1,0,0,0,0,0,0,0
18/8/2020,9219,4,125,0,1129091,8425,0.002,,,,,15,217,0,0,1,0,0,0,0,0,0,0
19/8/2020,9235,16,125,0,1141679,12588,0.002,,,,,4,212,0,0,1,0,0,0,0,0,0,0
20/8/2020,9240,5,125,0,1152140,10461,0.002,,,,,16,202,0,0,1,0,0,0,0,1,1,0
21/8/2020,9249,9,125,0,1160390,8250,0.002,,,,,5,186,0,0,1,0,0,0,0,0,0,0
22/8/2020,9257,8,125,0,1167949,7559,0.001,,,,,9,187,0,0,1,0,0,0,0,0,0,0
23/8/2020,9267,10,125,0,1176416,8467,0.001,,,,,8,184,0,0,1,0,0,0,0,0,0,0
24/8/2020,9274,7,125,0,1182845,6429,0.001,,,,,10,180,0,0,1,0,0,0,0,0,0,0
25/8/2020,9285,11,125,0,1191500,8655,0.001,,,,,7,182,0,0,1,0,0,0,0,0,0,0
26/8/2020,9291,6,125,0,1202764,11264,0.001,,,,,11,176,0,0,1,0,0,0,0,0,0,0
27/8/2020,9296,5,125,0,1212790,10026,0.001,,,,,6,166,0,0,1,0,0,0,0,0,0,0
28/8/2020,9306,10,125,0,1222854,10064,0.001,,,,,5,157,0,0,1,0,0,0,0,0,0,0
29/8/2020,9317,11,126,1,1232927,10073,0.001,,,,,10,142,0,0,1,0,0,0,0,0,1,0
30/8/2020,9334,17,127,1,1243540,10613,0.001,,,,,11,134,0,0,1,0,0,0,0,0,1,0
31/8/2020,9340,6,127,0,1253855,10315,0.001,,,,,17,125,0,0,1,0,0,0,0,1,1,0
1/9/2020,9354,14,128,1,1262848,8993,0.001,,,,,6,135,0,0,1,0,0,0,0,0,0,0
2/9/2020,9360,6,128,0,1270229,7381,0.001,,,,,14,125,0,0,1,0,0,0,0,0,0,0
3/9/2020,9374,14,128,0,1280878,10649,0.001,,,,,6,134,0,0,1,0,0,0,0,0,0,0
4/9/2020,9385,11,128,0,1290602,9724,0.001,,,,,14,136,0,0,1,0,0,0,0,0,0,0
5/9/2020,9391,6,128,0,1299724,9122,0.001,,,,,11,134,0,0,1,0,0,0,0,0,0,0
6/9/2020,9397,6,128,0,1307454,7730,0.001,,,,,6,130,0,0,1,0,0,0,0,0,0,0
7/9/2020,9459,62,128,0,1313774,6320,0.002,,,,,6,185,0,0,1,0,0,0,0,0,0,0
8/9/2020,9559,100,128,0,1322445,8671,0.003,,,,,62,274,0,0,1,0,0,0,0,0,0,0
9/9/2020,9583,24,128,0,1332917,10472,0.004,,,,,100,292,0,0,1,0,0,0,0,0,0,0
10/9/2020,9628,45,128,0,1342472,9555,0.004,,,,,24,332,0,0,1,0,0,0,0,0,0,0
11/9/2020,9810,182,128,0,1353826,11354,0.007,,,,,45,504,0,0,1,0,0,0,0,0,0,0
12/9/2020,9868,58,128,0,1362631,8805,0.008,,,,,182,551,0,0,1,0,0,0,0,0,0,0
13/9/2020,9915,47,128,0,1372154,9523,0.008,,,,,58,581,0,0,1,0,0,0,0,0,0,0
14/9/2020,9946,31,128,0,1383769,11615,0.007,,,,,47,606,0,0,1,0,0,0,0,0,0,0
15/9/2020,9969,23,128,0,1395578,11809,0.006,,,,,31,615,0,0,1,0,0,0,0,0,0,0
16/9/2020,10031,62,128,0,1407259,11681,0.006,,,,,23,671,0,0,1,0,0,0,0,1,1,0
17/9/2020,10052,21,128,0,1417154,9895,0.006,,,,,62,678,0,0,1,0,0,0,0,0,0,0
18/9/2020,10147,95,129,1,1427133,9979,0.005,,,,,21,762,0,0,1,0,0,0,0,0,0,0
19/9/2020,10167,20,130,1,1437354,10221,0.004,,,,,95,776,0,0,1,0,0,0,0,0,0,0
20/9/2020,10219,52,130,0,1444686,7332,0.004,,,,,20,822,0,0,1,0,0,0,0,0,0,0
21/9/2020,10276,57,130,0,1451697,7011,0.005,,,,,52,817,0,0,1,0,0,0,0,0,0,0
22/9/2020,10358,82,130,0,1463557,11860,0.006,,,,,57,799,0,0,1,0,0,0,0,0,0,0
23/9/2020,10505,147,133,3,,,0.007,,,,,82,922,0,0,1,0,0,0,0,0,0,0
24/9/2020,10576,71,133,0,1484812,,0.008,,,,,147,948,0,0,1,0,0,0,0,0,1,0
25/9/2020,10687,111,133,0,1493645,8833,0.008,,,,,71,877,0,0,1,0,0,0,0,0,1,0
26/9/2020,10769,82,133,0,1502110,8465,0.009,,,,,111,901,0,0,1,0,0,0,0,0,1,1
27/9/2020,10919,150,134,1,1510390,8280,0.011,,,,,82,1004,0,0,1,0,0,0,0,0,1,0
28/9/2020,11034,115,134,0,1519220,8830,0.011,,,,,150,1088,0,0,1,0,0,0,0,0,1,0
29/9/2020,11135,101,134,0,1533061,13841,0.011,,,,,115,1166,0,0,1,0,0,0,0,0,0,0
30/9/2020,11224,89,136,2,1549750,16689,0.01,,,,,101,1193,0,0,1,0,0,0,0,0,0,0
1/10/2020,11484,260,136,0,1566848,17098,0.011,,,,,89,1432,0,0,1,0,0,0,0,0,0,0
2/10/2020,11771,287,136,0,1581208,14360,0.012,,,,,260,1624,0,0,1,0,0,0,0,0,0,0
3/10/2020,12088,317,138,2,1598002,16794,0.014,,,,,287,1921,0,0,1,0,0,0,0,0,0,0
4/10/2020,12381,293,138,0,1615041,17039,0.014,,,,,317,2162,0,0,1,0,0,0,0,0,0,0
5/10/2020,12813,432,138,0,1627612,12571,0.016,,,,,293,2537,0,0,1,0,0,0,0,0,0,0
6/10/2020,13504,691,142,4,1643651,16039,0.021,,,,,432,3146,0,0,1,0,0,0,0,0,0,0
7/10/2020,13993,489,145,3,1663796,20145,0.024,,,,,691,3488,0,0,1,0,0,0,0,0,0,0
8/10/2020,14368,375,148,3,1681809,18013,0.025,,,,,489,3792,0,0,1,0,0,0,0,0,0,0
9/10/2020,14722,354,152,4,1703942,22133,0.024,,,,,375,4035,0,0,1,0,0,0,0,0,0,0
10/10/2020,15096,374,155,3,1722837,18895,0.024,,,,,354,4327,0,0,1,0,0,0,0,0,0,0
11/10/2020,15657,561,157,2,1738868,16031,0.026,,,,,374,4738,0,0,1,0,0,0,0,0,0,0
12/10/2020,16220,563,159,2,1753991,15123,0.027,,,,,561,5186,0,0,1,0,0,0,0,0,0,0
13/10/2020,16880,660,163,4,1768210,14219,0.027,,,,,563,5745,0,0,1,0,0,0,0,0,0,0
14/10/2020,17540,660,167,4,1786829,18619,0.029,,,,,660,6316,0,0,1,0,0,0,0,0,0,0
15/10/2020,18129,589,170,3,1810777,23948,0.029,,,,,660,6645,0,0,1,0,0,0,0,0,0,0
16/10/2020,18758,629,176,6,1839700,28923,0.03,,,,,589,6987,0,0,1,0,0,0,0,0,0,0
17/10/2020,19627,869,180,4,1863037,23337,0.032,,,,,629,7539,0,0,1,0,0,0,0,0,0,0
18/10/2020,20498,871,187,7,1885847,22810,0.033,,,,,869,8117,0,0,1,0,0,0,0,0,0,0
19/10/2020,21363,865,190,3,1903515,17668,0.034,,,,,871,8550,0,0,1,0,0,0,0,0,0,0
20/10/2020,22225,862,193,3,1921435,17920,0.035,,,,,865,8721,0,0,1,0,0,0,0,0,0,0
21/10/2020,22957,732,199,6,1940261,18826,0.035,,,,,862,8964,0,0,1,0,0,0,0,0,0,0
22/10/2020,23804,847,204,5,1956010,15749,0.039,,,,,732,9436,0,0,1,0,0,0,0,0,0,0
23/10/2020,24514,710,214,10,1973780,17770,0.043,,,,,847,9792,0,0,1,0,0,0,0,0,0,0
24/10/2020,25742,1228,221,7,1989231,15451,0.048,,,,,710,10646,0,0,1,0,0,0,0,0,0,0
25/10/2020,26565,823,229,8,2006716,17485,0.05,,,,,1228,10908,0,0,1,0,0,0,0,0,0,0
26/10/2020,27805,1240,236,7,2025727,19011,0.053,,,,,823,11585,0,0,1,0,0,0,0,0,0,0
27/10/2020,28640,835,238,2,2044398,18671,0.052,,,,,1240,11760,0,0,1,0,0,0,0,0,0,0
28/10/2020,29441,801,246,8,2064016,19618,0.052,,,,,835,11901,0,0,1,0,0,0,0,0,0,0
29/10/2020,30090,649,246,0,2083700,19684,0.049,,,,,801,11961,0,0,1,0,0,0,0,1,1,0
30/10/2020,30889,799,249,3,2101890,18190,0.05,,,,,649,12131,0,0,1,0,0,0,0,0,0,0
31/10/2020,31548,659,249,0,2118966,17076,0.045,,,,,799,11921,0,0,1,0,0,0,0,0,0,0
1/11/2020,32505,957,249,0,2137657,18691,0.045,,,,,659,12007,0,0,1,0,0,0,0,0,0,0
2/11/2020,33339,834,251,2,2156958,19301,0.042,,,,,957,11976,0,0,1,0,0,0,0,0,0,0
3/11/2020,34393,1054,263,12,2176725,19767,0.043,,,,,834,12168,0,0,1,0,0,0,0,0,0,0
4/11/2020,35425,1032,271,8,2198172,21447,0.045,,,,,1054,12468,0,0,1,0,0,0,0,0,0,0
5/11/2020,36434,1009,277,6,2215701,17529,0.048,,,,,1032,12630,0,0,1,0,0,0,0,0,0,0
6/11/2020,38189,1755,279,2,2238559,22858,0.053,,,,,1009,13675,0,0,1,0,0,0,0,0,0,0
7/11/2020,39357,1168,282,3,2258128,19569,0.056,,,,,1755,13615,0,0,1,0,0,0,0,0,0,0
8/11/2020,40209,852,286,4,2275234,17106,0.056,,,,,1168,13644,0,0,1,0,0,0,0,0,0,0
9/11/2020,41181,972,294,8,2291344,16110,0.058,,,,,852,13376,0,0,1,0,0,0,0,0,0,0
10/11/2020,42050,869,300,6,2309836,18492,0.058,,,,,972,13410,0,0,1,0,0,0,0,0,0,0
11/11/2020,42872,822,302,2,2329033,19197,0.057,,,,,869,13431,0,0,1,0,0,0,0,0,0,0
12/11/2020,43791,919,303,1,2349211,20178,0.055,,,,,822,13701,0,0,1,0,0,0,0,0,1,0
13/11/2020,45095,1304,304,1,2366985,17774,0.054,,,,,919,14206,0,0,1,0,0,0,0,0,1,0
14/11/2020,46209,1114,306,2,2385504,18519,0.054,,,,,1304,14661,0,0,1,0,0,0,0,1,1,0
15/11/2020,47417,1208,309,3,2401043,15539,0.057,,,,,1114,14912,0,0,1,0,0,0,0,0,1,0
16/11/2020,48520,1103,313,4,2416710,15667,0.059,,,,,1208,15181,0,0,1,0,0,0,0,0,1,0
17/11/2020,49730,1210,318,5,2433079,16369,0.062,,,,,1103,15337,0,0,1,0,0,0,0,0,1,0
18/11/2020,50390,660,322,4,2451545,18466,0.061,,,,,1210,14965,0,0,1,0,0,0,0,0,0,0
19/11/2020,51680,1290,326,4,2472687,21142,0.064,,,,,660,15246,0,0,1,0,0,0,0,0,0,0
20/11/2020,52638,958,329,3,2492807,20120,0.06,,,,,1290,14449,0,0,1,0,0,0,0,0,0,0
21/11/2020,53679,1041,332,3,2510332,17525,0.06,,,,,958,14322,0,0,1,0,0,0,0,0,0,0
22/11/2020,54775,1096,335,3,2528158,17826,0.058,,,,,1041,14566,0,0,1,0,0,0,0,0,0,0
23/11/2020,56659,1884,337,2,2543655,15497,0.064,,,,,1096,15478,0,0,1,0,0,0,0,0,0,0
24/11/2020,58847,2188,341,4,2559417,15762,0.072,,,,,1884,16797,0,0,1,0,0,0,0,0,0,0
25/11/2020,59817,970,345,4,2577387,17970,0.075,,,,,2188,16945,0,0,1,0,0,0,0,0,0,0
26/11/2020,60752,935,348,3,2596004,18617,0.074,,,,,970,16961,0,0,1,0,0,0,0,0,0,0
27/11/2020,61861,1109,350,2,2615087,19083,0.075,,,,,935,16766,0,0,1,0,0,0,0,0,0,0
28/11/2020,63176,1315,354,4,2634998,19911,0.076,,,,,1109,16967,0,0,1,0,0,0,0,0,0,0
29/11/2020,64485,1309,357,3,2650368,15370,0.079,,,,,1315,17068,0,0,1,0,0,0,0,0,0,0
30/11/2020,65697,1212,360,3,2667756,17388,0.073,,,,,1309,17177,0,0,1,0,0,0,0,0,0,0
1/12/2020,67169,1472,363,3,2686452,18696,0.066,,,,,1212,17439,0,0,1,0,0,0,0,0,0,0
2/12/2020,68020,851,365,2,2707207,20755,0.063,,,,,1472,17630,0,0,1,0,0,0,0,0,0,0
3/12/2020,69095,1075,376,11,2728936,21729,0.063,,,,,851,17415,0,0,1,0,0,0,0,0,0,0
4/12/2020,70236,1141,376,0,2748881,19945,0.063,,,,,1075,17598,0,0,1,0,0,0,0,0,0,0
5/12/2020,71359,1123,380,4,2769720,20839,0.061,,,,,1141,17680,0,0,1,0,0,0,0,0,0,0
6/12/2020,72694,1335,382,2,2787102,17382,0.06,,,,,1123,17919,0,0,1,0,0,0,0,0,0,0
7/12/2020,74294,1600,384,2,2806767,19665,0.062,,,,,1335,17635,0,0,1,0,0,0,0,0,0,0
