date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,pre_total_case,active_case,mco1,cmco,rmco,mco2,mco3,fmco,recover1,public_holiday,high_risk_day,election,election_states
11/6/2021,646411,6849,3768,84,13120217,99974,0.067,4255521,2951731,1303790,125747,5671,90048,0,0,0,0,0,11,0,5,0,0,0
12/6/2021,652204,5793,3844,76,13210455,90238,0.066,4390313,3052843,1337470,134792,6849,87877,0,0,0,0,0,12,0,6,0,0,0
13/6/2021,657535,5331,3908,64,13290585,80130,0.066,4519869,3155572,1364297,129556,5793,86671,0,0,0,0,0,13,0,7,0,0,0
14/6/2021,662457,4922,3968,60,13360629,70044,0.066,4719784,3300134,1419650,199915,5331,85178,0,0,0,0,0,14,0,8,0,0,0
15/6/2021,667876,5419,4069,101,,,0.066,4938684,3463136,1475548,218900,4922,82995,0,0,0,0,0,15,0,9,0,0,0
16/6/2021,673026,5150,4142,73,13522560,,0.065,5149110,3665412,1483698,210426,5419,80711,0,0,0,0,0,16,0,10,0,0,0
17/6/2021,678764,5738,4202,60,13604929,82369,0.067,5374587,3846813,1527774,225477,5150,77652,0,0,0,0,0,17,0,11,0,0,0
18/6/2021,685204,6440,4276,74,13687898,82969,0.068,5556874,3996589,1560285,182287,5738,75642,0,0,0,0,0,18,0,12,0,0,0
19/6/2021,691115,5911,4348,72,13771611,83713,0.069,5723957,4127628,1596329,167083,6440,74630,0,0,0,0,0,19,0,13,0,0,0
20/6/2021,696408,5293,4408,60,13849262,77651,0.07,5866666,4246205,1620461,142709,5911,74300,0,0,0,0,0,20,0,14,0,0,0
21/6/2021,701019,4611,4477,69,13907646,58384,0.07,6106902,4432069,1674833,240236,5293,74322,0,0,0,0,0,21,0,0,0,0,0
22/6/2021,705762,4743,4554,77,13976710,69064,0.071,6360615,4625189,1735426,253713,4611,73367,0,0,0,0,0,22,0,0,0,0,0
23/6/2021,711006,5244,4637,83,14053346,76636,0.072,6619026,4804130,1814896,258411,4743,71871,0,0,0,0,0,23,0,0,0,0,0
24/6/2021,716847,5841,4721,84,14127888,74542,0.073,6891484,4982437,1909047,272458,5244,71444,0,0,0,0,0,24,0,0,0,0,0
25/6/2021,722659,5812,4803,82,14202036,74148,0.073,7110619,5133808,1976811,219135,5841,70436,0,0,0,0,0,25,0,0,0,0,0
26/6/2021,728462,5803,4884,81,14277789,75753,0.074,7302242,5269582,2032660,191623,5812,70455,0,0,0,0,0,26,0,0,0,0,0
27/6/2021,734048,5586,4944,60,14344758,66969,0.076,7473016,5375091,2097925,170774,5803,70927,0,0,0,0,0,27,0,0,0,0,0
28/6/2021,739266,5218,5001,57,,,0.076,7673404,5532258,2141146,200388,5586,71591,0,0,0,0,0,0,1,0,0,0,0
29/6/2021,745703,6437,5108,107,14473835,,0.08,7908067,5682086,2225981,234663,5218,71390,0,0,0,0,0,0,2,0,0,0,0
30/6/2021,751979,6276,5170,62,14557356,83521,0.081,8169499,5847478,2322021,261432,6437,72677,0,0,0,0,0,0,3,0,0,0,0
1/7/2021,758967,6988,5254,84,14645806,88450,0.081,8434920,6026909,2408011,265421,6276,73215,0,0,0,0,0,0,4,0,0,0,0
2/7/2021,765949,6982,5327,73,14734443,88637,0.081,8671496,6194269,2477227,236576,6988,73763,0,0,0,0,0,0,5,0,0,0,0
3/7/2021,772607,6658,5434,107,14819514,85071,0.081,8890766,6336753,2554013,219270,6982,74834,0,0,0,0,0,0,6,0,0,0,0
4/7/2021,778652,6045,5497,63,14899543,80029,0.08,9097088,6464278,2632810,206322,6658,76199,0,0,0,0,0,0,7,0,0,0,0
5/7/2021,785039,6387,5574,77,14965606,66063,0.082,9412632,6662407,2750225,315544,6045,77633,0,0,0,0,0,0,8,0,0,0,0
6/7/2021,792693,7654,5677,103,15047235,81629,0.082,9755501,6871787,2883714,342869,6387,79277,0,0,0,0,0,0,9,0,0,0,0
7/7/2021,799790,7097,5768,91,15133699,86464,0.083,10135099,7082881,3052218,379598,7654,81687,0,0,0,0,0,0,10,0,0,0,0
8/7/2021,808658,8868,5903,135,15228292,94593,0.085,10513594,7307149,3206445,378495,7097,82943,0,0,0,0,0,0,11,0,0,0,0
9/7/2021,817838,9180,5980,77,15325734,97442,0.088,10852007,7521301,3330706,338413,8868,85999,0,0,0,0,0,0,12,0,0,0,0
10/7/2021,827191,9353,6067,87,,,0.09,11178271,7736687,3441584,326264,9180,89376,0,0,0,0,0,0,13,0,0,0,0
11/7/2021,836296,9105,6158,91,15529169,,0.092,11470509,7927759,3542750,292238,9353,93143,0,0,0,0,0,0,14,0,0,0,0
12/7/2021,844870,8574,6260,102,15618851,89682,0.092,11893006,8192679,3700327,422497,9105,97030,0,0,0,0,0,0,15,0,0,0,0
13/7/2021,855949,11079,6385,125,15735720,116869,0.092,12317752,8453525,3864227,424746,8574,99167,0,0,0,0,0,0,16,0,0,0,0
14/7/2021,867567,11618,6503,118,15866357,130637,0.093,12754998,8735467,4019531,437246,11079,103970,0,0,0,0,0,0,17,0,0,0,0
15/7/2021,880782,13215,6613,110,16000926,134569,0.093,13218276,9043201,4175075,463278,11618,108600,0,0,0,0,0,0,18,0,0,0,0
16/7/2021,893323,12541,6728,115,16140934,140008,0.093,13626062,9320933,4305129,407786,13215,114833,0,0,0,0,0,0,19,0,0,0,0
17/7/2021,905851,12528,6866,138,16272826,131892,0.093,14008665,9576780,4431885,382603,12541,120716,0,0,0,0,0,0,20,0,1,0,0
18/7/2021,916561,10710,7019,153,16396212,123386,0.093,14354692,9822423,4532269,346027,12528,127199,0,0,0,0,0,0,21,0,1,0,0
19/7/2021,927533,10972,7148,129,16498406,102194,0.094,14780333,10104867,4675466,425641,10710,131522,0,0,0,0,0,0,22,0,1,0,0
20/7/2021,939899,12366,7241,93,16622925,124519,0.095,15080992,10309000,4771992,300659,10972,134840,0,0,0,0,0,0,23,1,1,0,0
21/7/2021,951884,11985,7440,199,,,0.097,15529433,10593509,4935924,448441,12366,140109,0,0,0,0,0,0,24,2,1,0,0
22/7/2021,964918,13034,7574,134,16846976,,0.099,16037614,10929816,5107798,508181,11985,143226,0,0,0,0,0,0,25,3,0,0,0
23/7/2021,980491,15573,7718,144,16984302,137326,0.103,16500564,11231497,5269067,462950,13034,147080,0,0,0,0,0,0,26,4,0,0,0
24/7/2021,996393,15902,7902,184,17139495,155193,0.104,16918418,11516227,5402191,417854,15573,153300,0,0,0,0,0,0,27,5,0,0,0
25/7/2021,1013438,17045,7994,92,17276709,137214,0.11,17317553,11797708,5519845,399135,15902,160097,0,0,0,0,0,0,28,6,0,0,0
26/7/2021,1027954,14516,8201,207,17395899,119190,0.112,17839476,12131329,5708147,521923,17045,168568,0,0,0,0,0,0,29,7,0,0,0
27/7/2021,1044071,16117,8408,207,17543948,148049,0.113,18393347,12487441,5905906,553871,14516,172005,0,0,0,0,0,0,30,8,0,0,0
28/7/2021,1061476,17405,8551,143,,,,18946048,12841212,6104836,552701,16117,176504,0,0,0,0,0,0,31,9,0,0,0
29/7/2021,1078646,17170,8725,174,,,,19502452,13184742,6317710,556404,17405,180694,0,0,0,0,0,0,32,10,0,0,0
30/7/2021,1095486,16840,8725,0,,,,20014549,13500479,6514070,512097,17170,185323,0,0,0,0,0,0,33,11,0,0,0
31/7/2021,1113272,17786,9024,299,,,,20533660,13816971,6716689,519111,16840,189635,0,0,0,0,0,0,34,12,0,0,0
